"geo","nuts2_name","country","cntr_code","region","area","landlocked","pop","median_age","mig_rate","pop_grw_rate","le_T","le_gap","gdp","sh_trade_services","sh_industry","sh_knowledge","total_jobs","hrs_T","hrs_gap","sh_unemp"
"AT11","Burgenland","Austria","AT","Western Europe",8682.7069273068,"1",293433,47.5,7.4,3.4,81,5,8127610000,0.241295546558704,0.153846153846154,0.0672064777327935,123.5,37.6,9.2,3.6
"AT12","Niederösterreich","Austria","AT","Western Europe",43318.1346032981,"1",1677542,45.4,5.7,4,80.9,4.2,55499720000,0.245084464137358,0.158681805594018,0.0927720852949322,722.2,37.5,9.5,3.8
"AT13","Wien","Austria","AT","Western Europe",926.160426889477,"1",1897491,39.6,5.2,7.2,80.5,4.60000000000001,87784460000,0.252928304801133,0.0890719526322564,0.143647831123697,776.9,37.4,6.2,9
"AT21","Kärnten","Austria","AT","Western Europe",20344.8419929692,"1",560939,47.1,3.4,0.6,81.2,5.2,18872760000,0.244135534317984,0.17984361424848,0.0799304952215465,230.2,37.7,8.7,3.7
"AT22","Steiermark","Austria","AT","Western Europe",35657.5833546592,"1",1243052,44.9,4.1,2.7,81.4,5,44828480000,0.212861136999068,0.208201304753029,0.0894687791239515,536.5,36.6,9.1,3.1
"AT31","Oberösterreich","Austria","AT","Western Europe",26868.7446221542,"1",1482095,43.2,4.6,5.5,81.5,4.19999999999999,59889240000,0.222272865390459,0.240200546946217,0.0826496505621392,658.2,36.5,11.3,2.7
"AT32","Salzburg","Austria","AT","Western Europe",15615.1555303819,"1",555221,43.1,3.8,5.7,81.9,4.60000000000001,26208990000,0.308158319870759,0.1421647819063,0.0844103392568659,247.6,36.9,10.8,2.2
"AT33","Tirol","Austria","AT","Western Europe",27384.739504275,"1",754705,42.4,2.2,3.9,82.1,4.3,31772270000,0.299556868537666,0.160709010339734,0.0836041358936485,338.5,36.7,11.1,1.9
"AT34","Vorarlberg","Austria","AT","Western Europe",5673.87869154113,"1",394297,41.7,4,7.2,82.4,4,16691800000,0.239792984473836,0.276595744680851,0.0736055204140311,173.9,36.4,12.1,3
"BE10","Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest","Belgium","BE","Western Europe",393.062181242328,"1",1215290,35.8,0.1,6.6,80.9,4.8,77282510000,0.202540258562032,0.0571558176457247,0.185529598548424,440.9,37.2,5,12.5
"BE21","Prov. Antwerpen","Belgium","BE","Western Europe",7310.58395307462,"0",1860470,41.9,5.3,6.8,82.3,3.30000000000001,81036510000,0.236849168008588,0.162238325281804,0.111245303274289,745.2,37.4,7.5,3.4
"BE22","Prov. Limburg (BE)","Belgium","BE","Western Europe",6127.83542582028,"1",875842,44.3,5.4,5.4,82.6,4.2,26104190000,0.215472779369628,0.184813753581662,0.121203438395415,349,36.8,8.3,3.2
"BE23","Prov. Oost-Vlaanderen","Belgium","BE","Western Europe",7611.64492959577,"0",1516283,42.6,6.8,6.7,81.9,4.59999999999999,50979350000,0.201547938714263,0.175169799399779,0.10488074553783,633.1,38,6.9,2.7
"BE24","Prov. Vlaams-Brabant","Belgium","BE","Western Europe",5322.99829973813,"1",1146643,42.4,7.8,8.5,82.7,3.89999999999999,45959700000,0.233025984911987,0.0896898575020956,0.142078792958927,477.2,39,6.1,3.4
"BE25","Prov. West-Vlaanderen","Belgium","BE","Western Europe",7987.36841728362,"0",1196995,45.9,6.1,4.5,82.5,4.90000000000001,42853370000,0.219995910856675,0.181762420772848,0.0879165814761807,489.1,39.2,8.3,2.4
"BE31","Prov. Brabant Wallon","Belgium","BE","Western Europe",2734.87979542514,"1",404270,42.2,5.6,6.2,82.3,4.5,20092880000,0.183018867924528,0.107547169811321,0.137735849056604,159,38.3,7.4,5.5
"BE32","Prov. Hainaut","Belgium","BE","Western Europe",9404.94342085498,"1",1346082,41.7,4.1,3.1,78.9,5.8,30787590000,0.217410615145459,0.135243171219187,0.0859427048634244,450.3,36.9,6.3,8.5
"BE33","Prov. Liège","Belgium","BE","Western Europe",9519.41187302252,"1",1110068,41.4,3.4,3.5,79.9,4,28980270000,0.191011235955056,0.143003064351379,0.112359550561798,391.6,36.3,7.1,6.6
"BE34","Prov. Luxembourg (BE)","Belgium","BE","Western Europe",10773.5680416718,"1",286685,39.9,8.3,10.1,79.9,5.90000000000001,6470910000,0.190391459074733,0.104092526690391,0.125444839857651,112.4,36.7,7.40000000000001,5.3
"BE35","Prov. Namur","Belgium","BE","Western Europe",8981.6095648596,"1",496891,41.4,5.7,5.1,79.5,5,12196550000,0.187534780189204,0.110183639398998,0.111296605453534,179.7,36.6,7.40000000000001,6.9
"BG31","Severozapaden","Bulgaria","BG","Eastern Europe",36152.7439587148,"1",742304,48.6,-6.6,-19.2,73.1,7.2,7453890000,0.256671899529042,0.27668759811617,0.043171114599686,254.8,40.5,0.5,10.6
"BG32","Severen tsentralen","Bulgaria","BG","Eastern Europe",28139.7678387239,"1",784168,46.9,-3.6,-13.8,74,7.10000000000001,8625520000,0.252894576477757,0.295551492992078,0.0508836075563681,328.2,40.3,0.5,5.1
"BG33","Severoiztochen","Bulgaria","BG","Eastern Europe",27751.8041765921,"0",929035,43.9,1.5,-4.5,74.4,7.09999999999999,11932160000,0.339617768595041,0.169679752066116,0.0583677685950413,387.2,40.4,0.600000000000001,5.9
"BG34","Yugoiztochen","Bulgaria","BG","Eastern Europe",36422.5197078689,"0",1032079,44.1,-2,-7.7,74.2,7.30000000000001,12905820000,0.288770053475936,0.26249709369914,0.0478958381771681,430.1,41,0.799999999999997,4
"BG41","Yugozapaden","Bulgaria","BG","Eastern Europe",37160.982904536,"1",2102205,42.5,0.5,-3.8,75.3,7,58525240000,0.304534988487336,0.158073881269396,0.117529282210431,998.9,40.4,0.5,2.2
"BG42","Yuzhen tsentralen","Bulgaria","BG","Eastern Europe",40487.1164702343,"1",1410248,44.9,3.7,-2.6,75.1,7.3,16402960000,0.24867197875166,0.288346613545817,0.0451527224435591,602.4,40.9,0.700000000000003,3
"CY00","Kýpros","Cyprus","CY","Western Asia",13875.7952917137,"0",875899,37.7,10,13.7,81.6,4.09999999999999,25626250000,0.296276453254755,0.0889365121885883,0.110634878114117,373.3,39.5,3.8,7
"CZ01","Praha","Czechia","CZ","Eastern Europe",1203.25382632263,"1",1308632,41.4,9.8,11.9,80.2,4.7,84999630000,0.245201903884539,0.107784431137725,0.167357592507293,651.3,40.7,4.40000000000001,1.3
"CZ02","Střední Čechy","Czechia","CZ","Eastern Europe",26415.4661268875,"1",1369332,41.7,10.5,11.5,78.5,5.59999999999999,36913690000,0.245605848498989,0.260693731529009,0.0757505055218541,642.9,41.2,3.5,1.3
"CZ03","Jihozápad","Czechia","CZ","Eastern Europe",41622.4952326453,"1",1226805,43.1,6.3,5.8,78.7,5.8,30134740000,0.208534190323157,0.335832886984467,0.0537404034993751,560.1,40.2,2.9,1.5
"CZ04","Severozápad","Czechia","CZ","Eastern Europe",21252.1194572579,"1",1115685,43,1.5,-0.1,76.9,5.59999999999999,22466830000,0.226623111474071,0.326459779501837,0.0536953858717844,489.8,41,2.6,2.9
"CZ05","Severovýchod","Czechia","CZ","Eastern Europe",30453.1007606452,"1",1513693,43,3,2.8,78.9,5.3,36019250000,0.179600235155791,0.372721928277484,0.0523221634332745,680.4,40.3,3.3,1.7
"CZ06","Jihovýchod","Czechia","CZ","Eastern Europe",32781.8030317339,"1",1696941,42.7,2.3,2.9,79,5.90000000000001,44710510000,0.196080959133686,0.318808817841949,0.0654892355291994,775.7,40.7,3.59999999999999,1.9
"CZ07","Střední Morava","Czechia","CZ","Eastern Europe",21873.7338724454,"1",1215413,43.4,0.2,-0.7,78.6,6.5,28662650000,0.187774524158126,0.374084919472914,0.0499633967789165,546.4,40.2,2.6,2.2
"CZ08","Moravskoslezsko","Czechia","CZ","Eastern Europe",13077.1456674463,"1",1203299,43.3,-0.9,-2.3,77.2,6.90000000000001,27399960000,0.207935616694741,0.35354669661239,0.0578326782706345,534.3,39.3,2.6,3.6
"DE11","Stuttgart","Germany","DE","Western Europe",24524.985141197,"1",4143418,44,2.3,2.6,81.8,4.2,201544030000,0.190546755237609,0.309453244762391,0.0910066428206438,1957,35.6,10.5,2.4
"DE12","Karlsruhe","Germany","DE","Western Europe",16094.1521922734,"1",2805129,44.5,3.1,2,81,4.19999999999999,116958950000,0.191960814803297,0.261390141502099,0.0954750427616234,1286.2,35.5,9.8,2.7
"DE13","Freiburg","Germany","DE","Western Europe",21010.2382981104,"1",2264469,44.9,3.5,3,81.6,4.2,82083330000,0.193892389723703,0.288608822103732,0.0792050412021328,1031.5,35.3,10.7,2.1
"DE14","Tübingen","Germany","DE","Western Europe",20503.9862118512,"1",1856517,44.2,3.8,4,81.7,4.3,76670400000,0.175518818149842,0.322077617540157,0.0814866924610154,852.9,35.1,11.3,1.9
"DE21","Oberbayern","Germany","DE","Western Europe",39272.7183191175,"1",4686163,43.1,4,5.3,82,3.80000000000001,259546190000,0.199065090844946,0.206165108484742,0.137193508555301,2267.6,36.5,9.2,1.9
"DE22","Niederbayern","Germany","DE","Western Europe",23672.5139709046,"1",1238528,45.8,6.2,4.5,80.8,4.30000000000001,45551170000,0.206304232335753,0.278023729413848,0.063927749247388,564.7,34.5,12.1,1.9
"DE23","Oberpfalz","Germany","DE","Western Europe",22858.0809083502,"1",1109269,45.6,3.8,2.6,80.5,4.40000000000001,44103530000,0.193213024715575,0.298744605727736,0.069242840329541,509.8,34.9,11.3,2.3
"DE24","Oberfranken","Germany","DE","Western Europe",17535.0634735719,"1",1067482,47.7,1.6,-2,80.4,4.90000000000001,38079130000,0.198499594484996,0.29014598540146,0.0630575831305758,493.2,35.1,10.5,2.3
"DE25","Mittelfranken","Germany","DE","Western Europe",17069.3156702202,"1",1770401,44.7,3.9,2.7,80.5,4.5,75165440000,0.205593536357986,0.238160348042262,0.10627719080174,804.5,35.5,9.5,1.9
"DE26","Unterfranken","Germany","DE","Western Europe",20627.2618168672,"1",1317124,46.9,2.1,0.4,81.3,4.3,50007010000,0.218226200162734,0.262815296989422,0.0852725793327909,614.5,34.8,11.5,1.9
"DE27","Schwaben","Germany","DE","Western Europe",22531.5393285739,"1",1887754,45,6.5,6.2,81.3,4.3,70513560000,0.20631482959079,0.276530263307876,0.0779664880884532,877.3,35.2,11.2,2.2
"DE30","Berlin","Germany","DE","Western Europe",2404.16357378508,"1",3644826,41.3,5.4,6.7,80.8,4.69999999999999,142642010000,0.201868158019991,0.0869823893384103,0.177891480247501,1680.8,36.2,3.7,5.2
"DE40","Brandenburg","Germany","DE","Western Europe",79777.5337428213,"1",2511917,50.3,9,4,80.4,5.7,68896450000,0.226859613518045,0.131474455131033,0.113473925703697,1133.3,37.1,5.40000000000001,3.3
"DE50","Bremen","Germany","DE","Western Europe",1152.0318666934,"0",682986,43.7,-1.8,-2.6,80,5.40000000000001,30037460000,0.254853512177903,0.165548888104483,0.124955877162019,283.3,34.3,7.1,4.9
"DE60","Hamburg","Germany","DE","Western Europe",2125.90029322818,"0",1841179,40.9,1.4,3.3,80.8,4.59999999999999,112914220000,0.25669001952452,0.126449982772482,0.173079131733088,870.7,36.3,6.09999999999999,3.5
"DE71","Darmstadt","Germany","DE","Western Europe",18027.1823821161,"1",3998724,44.2,5.2,5.3,81.3,3.90000000000001,191988680000,0.239144736842105,0.150109649122807,0.149342105263158,1824,36,8.7,3
"DE72","Gießen","Germany","DE","Western Europe",13373.8815026209,"1",1047262,45.4,4,1.3,80.4,4.5,33905720000,0.209845735027223,0.218920145190563,0.081442831215971,440.8,35.1,10.3,3.2
"DE73","Kassel","Germany","DE","Western Europe",20921.2287001386,"1",1219823,47.5,3.2,-0.3,80.6,4.60000000000001,41844150000,0.229542042042042,0.228978978978979,0.0816441441441442,532.8,34.7,9.8,2.7
"DE80","Mecklenburg-Vorpommern","Germany","DE","Western Europe",66257.3478769428,"0",1609675,50.3,4.7,-1,79.5,6.19999999999999,43097270000,0.243421052631579,0.125292397660819,0.119298245614035,684,37,5.3,3.9
"DE91","Braunschweig","Germany","DE","Western Europe",21434.5633449983,"1",1596396,47.1,2.7,-0.9,79.9,4.5,74114140000,0.19248757673195,0.258696287635194,0.101140017538731,684.2,34.7,8.6,3.3
"DE92","Hannover","Germany","DE","Western Europe",24340.7409924638,"1",2149805,46.7,2.3,-0.7,80.3,5,77774570000,0.225892381459776,0.194672349493873,0.0982418753329782,938.5,35.2,8.6,3.5
"DE93","Lüneburg","Germany","DE","Western Europe",43212.4212787659,"0",1710914,47.8,6.4,3.2,80.2,4.59999999999999,45442580000,0.250837464826477,0.172048773951494,0.0943320380544017,746.3,35,10.7,2.6
"DE94","Weser-Ems","Germany","DE","Western Europe",41196.3932810713,"0",2525333,45.4,4.7,3.4,80.3,4.59999999999999,84136140000,0.237723314480654,0.212047760122094,0.08986444025496,1113.9,34.7,11.5,2.8
"DEA1","Düsseldorf","Germany","DE","Western Europe",13591.7212697702,"1",5202321,46.2,3.4,1,80,4.59999999999999,200126360000,0.242455869673731,0.182919635159051,0.129146435540228,2203.7,35.5,8.9,3.8
"DEA2","Köln","Germany","DE","Western Europe",18418.2943351686,"1",4468904,44.4,3.3,2.2,80.6,4.09999999999999,176346790000,0.213392994908193,0.161909170395515,0.130586843594096,1944.3,35.4,9,3.4
"DEA3","Münster","Germany","DE","Western Europe",18190.0823115812,"1",2623619,45.6,2.1,0.4,80.4,4.60000000000001,82611040000,0.223003251032422,0.186099639750461,0.100694139355065,1138.1,34.4,11.1,3.4
"DEA4","Detmold","Germany","DE","Western Europe",17116.3667890951,"1",2055310,45.4,1.7,0.2,80.8,4.59999999999999,73507840000,0.225986767054529,0.257243896874287,0.0829340634268766,876.6,34.5,10.5,3.1
"DEA5","Arnsberg","Germany","DE","Western Europe",20518.7019466831,"1",3582497,46.5,2.6,-0.5,79.7,4.7,116685750000,0.229577651264398,0.233284787501655,0.0933403945452138,1510.6,34.6,10,3.9
"DEB1","Koblenz","Germany","DE","Western Europe",19728.7710679223,"1",1495885,48,4.9,1.6,80.3,4,46940270000,0.229217233009709,0.212075242718447,0.0851031553398058,659.2,35.3,11.2,2.2
"DEB2","Trier","Germany","DE","Western Europe",11895.9924552527,"1",531007,46.2,6.3,4,80.9,3.7,15127070000,0.218424343476449,0.192163401417257,0.0791996665277199,239.9,35.3,11.2,NA
"DEB3","Rheinhessen-Pfalz","Germany","DE","Western Europe",16209.6369851988,"1",2057952,46.3,4.3,2.2,80.5,4.19999999999999,71058400000,0.218906580558958,0.217347734105333,0.100990980959804,898.1,35.2,9.9,3.2
"DEC0","Saarland","Germany","DE","Western Europe",6072.99741775025,"1",990509,49.2,1.9,-3.7,79.5,4.59999999999999,32475790000,0.213894837021175,0.21627408993576,0.0916012372115156,420.3,34.9,9.6,3.7
"DED2","Dresden","Germany","DE","Western Europe",20178.6545909321,"1",1598199,48.5,3.2,-1,81.1,5.60000000000001,47261090000,0.196128302953229,0.206867316659602,0.114455277660025,707.7,36.7,5.6,3.5
"DED4","Chemnitz","Germany","DE","Western Europe",16266.9210991673,"1",1436445,51.7,0.8,-7,80,6,38322160000,0.197674418604651,0.259744513593187,0.0920406157877498,610.6,37.1,6.2,3.8
"DED5","Leipzig","Germany","DE","Western Europe",10181.3512701483,"1",1043293,44.9,7.9,5.5,80.3,5.8,32523230000,0.226247288503254,0.142733188720174,0.139913232104121,461,36.8,4.8,4.7
"DEE0","Sachsen-Anhalt","Germany","DE","Western Europe",54181.4881184642,"1",2208321,51,1,-6.1,79.2,6.09999999999999,58621090000,0.230247578040904,0.176533907427341,0.11280947255113,929,37,5,4.6
"DEF0","Schleswig-Holstein","Germany","DE","Western Europe",45661.032599398,"0",2896712,47.7,6,2.4,80.2,4.59999999999999,90240770000,0.236178122281104,0.148066123546627,0.102507316301511,1264.3,35.3,9.1,2.7
"DEG0","Thüringen","Germany","DE","Western Europe",40671.8433720882,"1",2143145,50.1,1.3,-4.6,79.9,5.5,57860620000,0.212930202637504,0.241342339444623,0.0850219792001715,932.7,37.1,5.7,3.7
"DK01","Hovedstaden","Denmark","DK","Northern Europe",8063.52766951562,"0",1835562,38.9,1.8,5.7,80.7,4,93681410000,0.181840951784596,0.0869129618033813,0.139261114589856,798.5,35.4,2.9,4.8
"DK02","Sjælland","Denmark","DK","Northern Europe",22480.5480638732,"0",836738,46,3.1,0.7,80,3.40000000000001,23045650000,0.230934809348093,0.122693726937269,0.0980934809348094,325.2,35.6,3.40000000000001,4.5
"DK03","Syddanmark","Denmark","DK","Northern Europe",37432.7516266706,"0",1223348,43.9,0.3,-0.2,80.8,4.2,43155280000,0.209244737928188,0.169830788278993,0.0856376392901362,484.6,35.6,4.2,4.5
"DK04","Midtjylland","Denmark","DK","Northern Europe",43778.6980540523,"0",1320678,41,2.2,4.3,81.3,3.8,48192120000,0.188909426987061,0.16173752310536,0.0974121996303142,541,35.4,4.5,4.5
"DK05","Nordjylland","Denmark","DK","Northern Europe",27315.3257036478,"0",589755,43.5,0.7,0.3,80.4,3.90000000000001,19439300000,0.174582798459564,0.177578091570389,0.069747539580659,233.7,36.2,3.8,5.6
"EE00","Eesti","Estonia","EE","Northern Europe",167392.651185726,"0",1324820,42.1,4.1,3.1,78.1,8.39999999999999,34149430000,0.237782766361596,0.211362458988085,0.0789155586254533,579.1,38.7,2.3,4.4
"EL30","Attiki","Greece","EL","Southern Europe",6144.58776346085,"0",3742235,44.4,2,-0.9,80.5,5.39999999999999,105349120000,0.32256878034427,0.119685155215536,0.112917463586877,1359.4,40.5,4.4,16.9
"EL41","Voreio Aigaio","Greece","EL","Southern Europe",6317.81762978562,"0",221098,40.8,39.5,37.4,81.9,4.90000000000001,3075380000,0.344117647058824,0.0441176470588235,0.0705882352941176,68,43.4,5.2,17.7
"EL42","Notio Aigaio","Greece","EL","Southern Europe",8218.35545634362,"0",344027,41.5,8.8,10.1,81.7,3.69999999999999,7619130000,0.539344262295082,0.059016393442623,0.069672131147541,122,46.7,4.5,13.7
"EL43","Kriti","Greece","EL","Southern Europe",12577.8369227316,"0",634930,42.2,2.7,2.5,81.3,5.39999999999999,11072940000,0.371125265392781,0.0832271762208068,0.0577494692144374,235.5,43.1,4.3,11.4
"EL51","Anatoliki Makedonia, Thraki","Greece","EL","Southern Europe",25043.8651369917,"0",599723,44.9,3.8,-1.9,80.5,4.5,8385970000,0.277,0.126,0.0585,200,42,3.8,16
"EL52","Kentriki Makedonia","Greece","EL","Southern Europe",32972.3987061969,"0",1873777,45.3,3.5,-0.9,81.1,4.80000000000001,30038730000,0.311598951507208,0.153669724770642,0.0735583224115334,610.4,41.6,5.5,19.7
"EL53","Dytiki Makedonia","Greece","EL","Southern Europe",16296.2840798481,"1",267008,47.5,-2.4,-8.8,81.7,4.69999999999999,4683230000,0.220606060606061,0.187878787878788,0.0472727272727273,82.5,43.2,5.3,24.6
"EL54","Ipeiros","Greece","EL","Southern Europe",15468.9810329334,"0",333696,48.1,4.5,-1.3,83.1,4.89999999999999,4849490000,0.302325581395349,0.0586046511627907,0.0781395348837209,107.5,43.1,5.4,16.5
"EL61","Thessalia","Greece","EL","Southern Europe",23676.7839324721,"0",718640,46.6,0.5,-4.9,81.5,5.3,11257260000,0.274720550300946,0.0988822012037833,0.0588993981083405,232.6,40.8,6.2,19
"EL62","Ionia Nisia","Greece","EL","Southern Europe",3772.37619348894,"0",203869,46.3,1.1,-3.5,80.8,3.59999999999999,3924070000,0.468838526912181,0.0354107648725212,0.0835694050991502,70.6,47.6,4.1,12.5
"EL63","Dytiki Elláda","Greece","EL","Southern Europe",18436.4046809716,"0",655189,44.8,-1.7,-6.3,80.7,4.8,9.754e+09,0.281759762728621,0.0830449826989619,0.0331191300049432,202.3,43.2,6.8,24.3
"EL64","Sterea Elláda","Greece","EL","Southern Europe",25543.9247612311,"0",555960,45.7,6.4,0.1,81.2,4.8,10356240000,0.293537787513691,0.213033953997809,0.0542168674698795,182.6,42.5,6.2,17.1
"EL65","Peloponnisos","Greece","EL","Southern Europe",24630.2722250925,"0",574447,47.2,2.3,-4,81.3,5.2,10028890000,0.294147073536768,0.087543771885943,0.0450225112556278,199.9,43.7,6.3,12.2
"ES11","Galicia","Spain","ES","Southern Europe",54959.0340484116,"0",2700441,47.9,6.6,0.8,83.2,6.10000000000001,69123920000,0.268309113656049,0.16533538639207,0.093061303050717,1039.1,38.5,4.7,11.7
"ES12","Principado de Asturias","Spain","ES","Southern Europe",20047.266871861,"0",1022205,49.6,4.3,-3.2,82.4,6,25522110000,0.277203482045702,0.141730141458107,0.0968443960826986,367.6,38.2,4.9,14.3
"ES13","Cantabria","Spain","ES","Southern Europe",10041.7658016966,"0",581641,46.5,5.5,1.3,83,5.7,15263420000,0.284796573875803,0.158886509635974,0.0805139186295503,233.5,37.2,6,10.2
"ES21","País Vasco","Spain","ES","Southern Europe",13513.9827923791,"0",2177880,46.7,8,5.2,83.7,6.10000000000001,79731530000,0.245157657657658,0.205968468468468,0.103603603603604,888,36.8,5.7,8.9
"ES22","Comunidad Foral de Navarra","Spain","ES","Southern Europe",19252.7891374117,"1",649946,44,10.3,10,84.2,5.10000000000001,22467290000,0.214942951785057,0.258005152741995,0.0820758189179242,271.7,36.9,6,8
"ES23","La Rioja","Spain","ES","Southern Europe",9235.38155408489,"1",313571,45.2,9.8,7.5,83.4,5.90000000000001,9495580000,0.239575435936315,0.250189537528431,0.0750568612585292,131.9,37.8,6.5,9.6
"ES24","Aragón","Spain","ES","Southern Europe",85231.273315923,"1",1320586,45.5,10.4,7.4,83.5,5.59999999999999,40955250000,0.248232094288305,0.194922937443336,0.0743427017225748,551.5,38.1,5.9,9.8
"ES30","Comunidad de Madrid","Spain","ES","Southern Europe",13881.5378001135,"1",6641649,42.8,14.5,15.7,85,5.2,260581910000,0.249193935652055,0.0907594155175962,0.142999245386568,2915.4,38.1,4.3,10.4
"ES41","Castilla y León","Spain","ES","Southern Europe",169471.423217013,"1",2407733,48.8,3.3,-2.7,83.9,5.7,64364860000,0.247646555412923,0.178005990586222,0.0867565254599914,934.8,38,6.4,11.4
"ES42","Castilla-La Mancha","Spain","ES","Southern Europe",133986.194432198,"1",2034877,43.4,7.3,5.2,83.2,4.90000000000001,45637170000,0.260325245224574,0.165591120289107,0.0720185854414042,774.8,38,7,15.8
"ES43","Extremadura","Spain","ES","Southern Europe",69428.838077494,"1",1065424,45.2,0.2,-3.2,82.3,6,22042420000,0.259369907658881,0.109722976643129,0.0681694731124389,368.2,37.5,7.9,21.2
"ES51","Cataluña","Spain","ES","Southern Europe",57846.8246281866,"0",7566431,43.3,11.7,11.3,83.5,5.7,256507630000,0.275016546377131,0.187809259667812,0.12345173185414,3172.9,37.8,4.7,10.7
"ES52","Comunitat Valenciana","Spain","ES","Southern Europe",39080.4989770851,"0",4974969,44.1,12.2,10.9,82.7,5.7,124434690000,0.317869943676395,0.179365079365079,0.0897081413210445,1953,38.1,5.4,13.8
"ES53","Illes Balears","Spain","ES","Southern Europe",8451.08695357458,"0",1188220,41.7,17.4,18.8,83.4,5,36526830000,0.378393772546041,0.0641731535978735,0.113157395101576,526.7,38.2,4.3,11.4
"ES61","Andalucía","Spain","ES","Southern Europe",139334.419750366,"0",8427405,42.4,6.1,6,81.9,5.5,177524960000,0.305633321952885,0.0958006145442131,0.098122226015705,2929,37.5,6.6,20.8
"ES62","Región de Murcia","Spain","ES","Southern Europe",18255.7232610895,"0",1487663,41,9.7,11.5,82.2,5.2,34787450000,0.276091913699351,0.139098403788809,0.0796351517277671,570.1,38.1,5.9,14.3
